id,title,lyrics,label
763,Kindergarten Song,"There's lots of things I learned,
When I was back in kindergarten,
I learned most of what I needed to know
About how to live, what to do, and how to be,
I picked the wisdom from the top of the learning tree,
From how to love a friend, to how to match my socks,
I got it all right there in the sandbox, oh,
Kindergarten taught me what I needed to know.

I learned how to play fair, and share,
And put things back where I found them,
Talk nice, think twice,
And say you're sorry to kids if you hurt them,
Don't tease, say please,
If something's not yours, then you shouldn't take it,
Eat right, don't fight,
And clean up the mess if you make it, yeah!
I said, clean up the mess if you make it, yeah!

I remember all the things that I learned,
When I was back in kindergarten,
And I've got a lot of things
That I've picked up along the way,
But everything I know, and everything I gain,
I just add to what I learned about Dick and Jane,
Because the roots go down, and then we all grow up,
Juse like the little seed in the plastic cup,
Oh, kindergarten taught me, what I needed to know.

I learned how to play fair, and share,
And put things back where I found them,
Talk nice, think twice,
And say you're sorry to kids if you hurt them,
Don't tease, say please,
If something's not yours, then you shouldn't take it,
Eat right, don't fight,
And clean up the mess if you make it, yeah!
I said, clean up the mess if you make it, yeah!

Think of what a different world it would be,
If we could all have cookies and milk at three,
Every afternoon, we'd take a nap after we eat.
Nobody would fight, we'd have peaceful days,
'Cause when we looked at a problem, we'd look both ways,
And we'd stick together, when we had to cross the street

If I could take all the leaders in the world,
And put them back in kindergarten,
Maybe they'd remember what they learned
About how to live, what to do, and how to be,
Wisdom from the top of the learning tree,
They'd see that love makes friends,
They'd learn to not throw rocks....,
Just like they learned it back in the sandbox, oh,
Kindergarten taught me what I needed to know,

The whole world could play fair, and share,
And put things back where we found them,
Talk nice, think twice,
Say we're sorry to kids if we hurt them,
Don't tease, say please,
If something's not ours, then we shouldn't take it,
Eat right, don't fight,
And clean up the mess if we make it, yeah!
I said, clean up the mess if we make it, yeah!",clean
764,Kitty in a Basket,"If there's someone in the city,
Doesn't want a little kitty,
Tell them put the little kitty in a basket.
Leave the little basket outside my door
And I'll love the little kitty forever more.

Wrap the kitty warm,
You never know about a storm,
And I don't want a little kitty with the sneezes.
I'll hug her and I'll squeeze her,
Never, never tease her,
Want a little kitty in a basket.

Don't matter 'bout the color of her nosie,
Don't care if she's a feller or a girl.
Don't have to be as pretty as a posey,
And I promise not to laugh
If she only has a half a tail.

If there's someone in the city
Doesn't want a little kitty
Tell them put the little kitty in a basket.
Leave the little basket outside my door
And I'll love the little kitty forever more.

Savin' up a dollar
And I'm gonna buy a collar
If she's lookin' for a home, please won't you ask it
Don't want a little tisket,
Or a little tasket,
Just a little kitty in a basket.

I'll warm her milk and dress her in pajamas.
I'll make a bed for her in Daddy's shoe.
And if she starts in crying for her Mamma,
She can bring along her Mamma
And her sisters and her brothers too.

Don't have to be as pretty as a posey,
And I promise not to laugh if she only has a half a tail.

If there's someone in the city
Doesn't want a little kitty,
Tell them put the little kitty in a basket.
Leave the little basket outside my door
And I'll love the little kitty forever more.

Wrap the kitty warm,
You never know about a storm,
And I don't want a little kitty with the sneezes.
I'll hug her and I'll squeeze her,
Never, never tease her,
Want a little kitty in a basket.

I'll hug her and I'll squeeze her,
Never, never tease her,
Want a little kitty in a basket.",clean
765,Kookaburra,"Kookaburra sits in the old gum tree
Merry, merry king of the bush is he
Laugh, Kookaburra! Laugh, Kookaburra!
What a life you lead

Kookaburra sits in the old gum tree
Merry, merry, merry little bird is he
Sing, Kookaburra! Sing, Kookabura!
Sing your song for me.

Kookaburra sits in the old gum tree
Eating all the gum drops he can see
Stop, Kookaburra! Stop, Kookaburra!
Leave some there for me",clean
766,Let's All Sing Like the Birdies Sing,"Let's all sing like the birdies sing,
Tweet, tweet tweet, tweet tweet.
Let's all sing like the birdies sing,
Sweet, sweet sweet, sweet sweet.
Let's all warble like nightingales,
Give your throat a treat.
Take your time from the birds,
Now you all know the words,
Tweet, tweet tweet, tweet tweet.

Let's all sing like the birdies sing,
Bubbaboo ba-bubbaboo ba-boo.
Let's all sing like the birdies sing,
Tweet tweet tweet - my that bird sings sweetly.
Let's all warble like nightingales,
Ah, Mimi...c'est magnifique!
Take your time from the birds,
Now you all know the words
Tweet, tweet tweet, tweet tweet

Let's all sing like the birdies sing,
Tweet, tweet tweet, tweet tweet.
Let's all sing like the birdies sing,
Sweet, sweet sweet, sweet sweet.
Let's all warble like nightingales,
Give your throat a treat.
Take your time from the birds,
Now you all know the words,
Tweet, tweet tweet, tweet tweet.",clean
767,Little Fish,"The crew is asleep
And the ocean's at rest;
I'm singing this song
To the ones I love best.

Hey ho, little fish,
Good night, good night,
Hey ho, little fish, good night.

The anchor's aweigh
And the weather is fine;
The Captain's on deck,
waltzing in time.

Hey ho, little fish,
Good night, good night,
Hey ho, little fish, good night.

You've been swimming all day,
In the ocean so wide;
Now it's time to rest,
And float with the tide.

Hey ho, little fish,
Good night, good night,
Hey ho, little fish, good night.

Hey ho, little fish,
Good night, good night,
Hey ho, little fish, good night.",clean
768,Little Sandman,"The flowers are all sleeping
Safe in their starlit beds,
And as the moon comes creeping
They nod their fragrant heads.
The drowsy, budding branch lets fall
An air that seems to call:
Sleep a while, sleep a while,
My children, sleep a while.

The birds that sang so bravely
Are silent in the nest,
The sun itself has gravely
Found pillows in the west.
The cricket as he grinds away
Works all night long to say:
Sleep a while, sleep a while,
My children, sleep a while.

The Sandman comes in gliding
Up to each sleepyhead
To see if someone's hiding
Who should have gone to bed
And when a yawning child he spies,
He drops sand in his eyes.
Sleep a while, sleep a while,
My children, sleep a while.",clean
769,Little Red Wagon,"Bumping up and down in my little red wagon
Bumping up and down in my little red wagon
Bumping up and down in my little red wagon
Having so much fun

Here come my frinds in their little red wagons
Here come my frinds in their little red wagons
Here come my frinds in their little red wagons
Having so much fun

Pull me around in my little red wagon
Pull me around in my little red wagon
Pull me around in my little red wagon
Having so much fun

Turn the corner in my little red wagon
Turn the corner in my little red wagon
Turn the corner in my little red wagon
Having so much fun

Bumping up and down in my little red wagon
Bumping up and down in my little red wagon
Bumping up and down in my little red wagon
Having so much fun
We're having so much fun!",clean
770,Little Tin Soldier,"Once in a town in the black forest
A little white toy shop stood
And a little tin soldier with only one leg
Lived in a castle of wood
And across the room on another shelf
Stood a little glass shelf

And a tiny ballerina lived in there
All in a dress of lace
And from where the little tin soldier stood
They could see each other so clear
And the little tin soldier watched over her
With a love that was so dear

Then one day sadness came
The tiny ballerina was sold
The little tin soldier was thrown away
And into the gutter he rolled

The water carried him to the sea
And many far-off lands
He made many children happy
As he passed through their tiny hands

But then one day they met again
In a house in the land of Eire
When the clock on the wall struck the midnight hour
They jumped into a fire

And in this fire oh they will stay
Forever and a day
For the fire, Lord, is the fire of love
Just like the peaceful dove",clean
771,Littlest Worm (Echo Song),"The littlest worm
(The littlest worm)
You ever saw
(You ever saw)
Got stuck inside
(Got stuck inside)
My soda straw
(My soda straw)

The littlest worm you ever saw
Got stuck inside my soda straw

He said to me
(He said to me)
""Don't take a sip
(""Don't take a sip)
'Cause if you do
('Cause if you do)
You'll get real sick.""
(You'll get real sick."")

He said to me, ""Don't take a sip,
'Cause if you do, you'll get real sick.""

I took a sip
(I took a sip)
And he went down
(And he went down)
Right through my pipe
(Right through my pipe)
He must have drowned
(He must have drowned)

I took a sip and he went down
Right through my pipe, he must have drowned

He was my pal
(He was my pal)
He was my friend
(He was my friend)
There is no more
(There is no more)
This is the end
(This is the end)

He was my pal, he was my friend
There is no more, this is the end.

Now don't you fret
(Now don't you fret)
Now don't you fear
(Now don't you fear)
That little worm
(That little worm)
Had scuba gear
(Had scuba gear)

Now don't you fret, now don't you fear,
That little worm had scuba gear.",clean
772,Loop de Loop,"Here we go looby loo
Here we go looby light
Here we go looby loo
All on a Saturday night

You put your right hand in
You take your right hand out
You give your hand a shake, shake, shake
And turn yourself about

Here we go looby loo
Here we go looby light
Here we go looby loo
All on a Saturday night

You put your left foot in
You take your left foot out
You give your foot a shake, shake, shake
And turn yourself about

Here we go looby loo
Here we go looby light
Here we go looby loo
All on a Saturday night

You put your right hip in
You take your right hip out
You give your right hip a shake, shake, shake
And turn yourself about

Here we go looby loo
Here we go looby light
Here we go looby loo
All on a Saturday night

You put your whole self in
You take your whole self out
You give yourself a shake, shake, shake
And turn yourself about",clean
773,Magic School Bus,"[Ms. Frizzle:]
Seat belts, everyone!

[Arnold:]
Please, let this be a normal field trip

[Wanda:]
With the Friz?

[Kids:]
No way!

[Arnold:]
Oh!

Cruisin' on down Main Street
You're relaxed and feelin' good
Next thing that you know you're seein'
Octopus in the neighborhood!

Surfin' on a sound wave
Swingin' through the stars
Take a left at your intestine
Take your second right past Mars

On the magic school bus
Navigate a nostril
Climb on the magic school bus
Spank a plankton, too (Take That!)
On our magic school bus
Raft a river of lava
On the magic school bus
Such a fine thing to do!

So strap your bones right to the seat
Come on in and don't be shy
Come on
Just to make your day complete
You might get baked into a pie

On the magic school bus
Step inside it's a wilder ride!
Come on!
Ride on the magic school bus!",clean
774,Micheal Finnegan,"There was an old man named Michael Finnegan
He had whiskers on his chinnegan
They fell out and then grew in again
Poor old Michael Finnegan
Begin again.

There was an old man named Michael Finnegan
He went fishing with a pinnegan
Caught a fish and dropped it in again
Poor old Michael Finnegan
Begin again.

There was an old man named Michael Finnegan
He grew fat and then grew thin again
Then he died and had to begin again
Poor old Michael Finnegan
Begin again.",clean
775,Miss Molly,"Miss Molly had a dolly who was sick, sick, sick.
So she called for the doctor to come quick, quick, quick.
The doctor came with his bag and his hat,
And he knocked on the door with a rat-a-tat-tat.

He looked at the dolly and he shook his head.
And he said, ""Miss Molly, put her straight to bed.""
He wrote on the paper for a pill, pill, pill.
""I'll be back in the morning with the bill, bill, bill.""",clean
776,Mister Duck,"Mister Duck went
To visit Mister Turkey,
And he walked with a
Wobble, wobble, wobble;
And he said, ""Howdy-Doo,""
To Mister Turkey,
Mister Turkey said,
""Gobble, gobble, gobble"";
Mister Duck then answered,
""Quack, quack, quack,""
And headed off
To find a snack;
Mister Turkey said,
""I'll go with you,""
And they looked
So very odd, those two;
Mister Duck was walking
Wobble, wobble, wobble;
Mister Turkey talking,
""Gobble, gobble, gobble.""",clean
777,Mister Sun,"Oh Mister Sun, Sun,
Mister Golden Sun,
Please shine down on me

Oh Mister Sun, Sun,
Mister Golden Sun,
Hiding behind a tree...

These little children
Are asking you
To please come out
So we can play with you

Oh Mister Sun, Sun,
Mister Golden Sun,
Please shine down on me!

Oh Mister Sun, Sun,
Mister Golden Sun,
Please shine down on me

Oh Mister Sun, Sun,
Mister Golden Sun,
Hiding behind a tree...

These little children
Are asking you
To please come out
So we can play with you

Oh Mister Sun, Sun,
Mister Golden Sun,
Please shine down on...
Please shine down on...
Please shine down on me!",clean
778,Take Me Out to the Ballgame,"Take me out
To the ball game
Take me out
With the crowd
Buy me some peanuts
And Crackerjacks
I don't care if
I never never get back

Let me root, root root
For the home team
If they don't win
It's a shame
For it's one, two,
Three strikes you're out
At the old ball game!",clean
779,Morningtown Ride,"Train whistle blowin', makes a sleepy noise
Underneath their blankets go all the girls and boys
Rockin', Rollin', Ridin', out along the bay
All bound for Morningtown, many miles a-way

Driver at the engine, Fireman rings the bell
Sandman swings the lantern to say that all is well
Rockin', Rollin', Ridin', out along the bay
All bound for Morningtown, many miles a-way

Maybe it is raining where our train will ride
All the little trave'lers are warm and snug in-side
Rockin', Rollin', Ridin', out along the bay
All bound for Morningtown, many miles a-way

Somewhere there is sunshine, somewhere there is day
Somewhere there is Morningtown, many miles a-way
Rockin', Rollin', Ridin', out along the bay
All bound for Morningtown, many miles a-way

All bound for Morningtown, many miles a-way",clean
780,Mr. Lion and His Sneeze,"Mr. Lion said,
""I am going to Sneeze!""
(Point to self)

So he put his head down
Between his knees!
(Put head down between knees)

He opened his mouth
And out it flew
(Open mouth)

A giant super loud
""ACHOO!""
(Sneeze loudly)

The jungle floor jiggled
And the trees all wiggled
(Wiggle and jiggle body)

And the birds were flown
To Bombay
(Make flying motion with hands)

And the elephants were tossed
Every which way
(Slap hands on knees)

Mr. Lion looked up and roared,
(Look up)

""Oh my, a windstorm just passed!""",clean
781,Mr. Nobody,"I know a funny little man,
As quiet as a mouse,
Who does the mischief that is done
In everybody's house!

There's no one ever sees his face
And yet we all agree
That every plate we break was cracked
By Mr. Nobody.

'Tis he who always tears our books,
Who leaves the door ajar,
He pulls the buttons from our shirts
And scatters pins afar;

That squeaking door will always squeak,
For, prithee, don't you see,
We leave the oiling to be done
By Mr. Nobody.

He puts damp wood upon the fire,
That kettles cannot boil;
His are the feet that bring in mud,
And all the carpets soil.

The finger marks upon the door
By none of us are made;
We never leave the blinds unclosed,
To let the curtains fade.

The ink we never spill; the boots
That lying round you see
Are not our boots; -- they all belong
To Mr. Nobody.",clean
782,S-M-I-L-E,"It isn't any trouble
Just to S-M-I-L-E
It isn't any trouble
Just to S-M-I-L-E
So smile when you're in trouble,
It will vanish like a bubble
If you'll only take the trouble
to smile

It isn't any trouble
Just to ha-ha-ha-ha laugh
It isn't any trouble
Just to ha-ha-ha-ha laugh
So laugh when you're in trouble,
It will vanish like a bubble
If you'll only take the trouble
to laugh

It isn't any trouble
Just to G-R-I-N, grin
It isn't any trouble
Just to G-R-I-N, grin
So grin when you're in trouble
It will vanish like a bubble
If you'll only take the trouble
to grin",clean
783,Mulberry Bush,"Here we go 'round the mulberry bush,
The mulberry bush, the mulberry bush.
Here we go 'round the mulberry bush,
So early in the morning.

This is the way we wash our clothes,
Wash our clothes, wash our clothes.
This is the way we wash our clothes,
So early Monday morning.

This is the way we iron our clothes,
Iron our clothes, iron our clothes.
This is the way we iron our clothes,
So early Tuesday morning.

This is the way we mend our clothes,
Mend our clothes, mend our clothes.
This is the way we mend our clothes,
So early Wednesday morning.

This is the way we sweep the floor,
Sweep the floor, sweep the floor.
This is the way we sweep the floor,
So early Thursday morning.

This is the way we scrub the floor,
Scrub the floor, scrub the floor.
This is the way we scrub the floor,
So early Friday morning.

This is the way we bake our bread,
Bake our bread, bake our bread.
This is the way we bake our bread,
So early Saturday morning.

This is the way we go to church,
Go to church, go to church.
This is the way we go to church,
So early Sunday morning.

Alternate Lyrics

Here we go ‘round the mulberry bush
The mulberry bush, the mulberry bush
Here we go ‘round the mulberry bush
So early in the morning

This is the way we wash our face
Wash our face, wash our face
This is the way we wash our face
So early in the morning

This is the way we comb our hair
Comb our hair, comb our hair
This is the way we comb our hair
So early in the morning

This is the way we brush our teeth
Brush our teeth, brush our teeth
This is the way we brush our teeth
So early in the morning

This is the way we put on our clothes
Put on our clothes, put on our clothes
This is the way we put on our clothes
So early in the morning…",clean
784,Smokey the Bear,"With a Ranger's hat and shovel
and a pair of dungarees,
you will find him in the forest
always sniffin' at the breeze.
People stop and pay attention
when he tells 'em to beware,
'cause ev'rybody knows that
he's the Fire Prevention Bear.

Smokey the Bear, Smokey the Bear.
Prowlin' and a growlin' and a sniffin' the air.
He can find a fire before it starts to flame.
That's why they call him Smokey,
That was how he got his name.

You can take a tip from Smokey
that there's nothin' like a tree.
'cause they're good for kids to climb in
and they're beautiful to see,
you just have to look around you
and you'll find it's not a joke,
to see what you'd be missin'
if they all went up in smoke.

Smokey the Bear, Smokey the Bear.
Prowlin' and a growlin' and a sniffin' the air.
He can find a fire before it starts to flame.
That's why they call him Smokey,
That was how he got his name.

You can camp upon his doorstep
and he'll make you feel at home;
You can run and hunt and ramble
anywhere you care to roam.
He will let you take his honey
and pretend he's not so smart,
but don't you harm his trees
for he's a Ranger in his heart.

Smokey the Bear, Smokey the Bear.
Prowlin' and a growlin' and a sniffin' the air.
He can find a fire before it starts to flame.
That's why they call him Smokey,
That was how he got his name.

If you've ever seen the forest
when a fire is running wild,
and you love the things within it
like a mother loves her child,
then you know why Smokey tells you
when he sees you passing through,
""Remember...please be careful....
its the least that you can do.""

Smokey the Bear, Smokey the Bear.
Prowlin' and a growlin' and a sniffin' the air.
He can find a fire before it starts to flame.
That's why they call him Smokey,
That was how he got his name.",clean
785,My Hands,"On my head my hands I place.
(Place hands on head)

On my shoulders,
(Place hands on shoulders)

On my face,
(Place hands on face)

On my hips,
(Place hands on hips)

And at my side,
(Drop hands to sides)

Then behind me they will hide,
(Hide hands behind back)

I will hold them up so high,
(Raise hands high above head)

Quickly make my fingers fly,
(Wiggle fingers)

Hold them out in front of me,
(Hands in front of body, arms extended)

Swiftly clap them. One, two, three!
(Clap, clap, clap)",clean
786,My Hands on My Head,"My hand on my head,
What have I here?
This is my top-notcher,
My Mama dear
Top-notcher, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my brow,
What have I here?
This is my sweat boxer,
My Mama dear
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my eye,
What have I here?
This is my eye blinker,
My Mama dear
Eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my nose,
What have I here?
This is my smell sniffer,
My Mama dear
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my mustache,
What have I here?
This is my soup strainer,
My Mama dear
Soup strainer,
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my mouth,
What have I here?
This is my food grinder,
My Mama dear
Food grinder, soup strainer,
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom!

My hand on my chin,
What have I here?
This is my chin chopper,
My Mama dear
Chin chopper,
Food grinder, soup strainer,
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my chest,
What have I here?
This is my air blower,
My Mama dear
Air blower, chin chopper,
Food grinder, soup strainer,
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my stomach,
What have I here?
This is my bread basket,
My Mama dear
Bread basket,
Air blower, chin chopper,
Food grinder, soup strainer,
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my lap,
What have I here?
This is my lap sitter,
My Mama dear
Lap sitter, bread basket,
Air blower, chin chopper,
Food grinder, soup strainer,
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my knee,
What have I here?
This is my knee bender,
My Mama dear
Knee bender,
Lap sitter, bread basket,
Air blower, chin chopper,
Food grinder, soup strainer,
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)

My hand on my foot,
What have I here?
This is my foot stomper,
My Mama dear
Foot stomper, knee bender,
Lap sitter, bread basket,
Air blower, chin chopper,
Food grinder, soup strainer,
Smell sniffer, eye blinker,
Sweat boxer, top-notcher,
Dickey, dickey doo
That's what I learned in my school.
Boom! Boom! (clap hands)",clean
787,My Pony Boy,"Way out west, in a nest from the rest, dwelt the bestest little Bronco Boy
He could ride, he could glide o'er the prairies like an arrow.
Every maid in the glade was afraid he would trade his little heart away,
So each little peach made a nice little speech of love to him;

Pony Boy, Pony Boy, won't you be my Tony Boy?
Don't say no. Here we go off across the plains.
Marry me, carry me right away with you.
Giddy up, giddy up, giddy up, whoa! My Pony Boy.

Till one day, out that way, so they say, came to stay a fluffy ruffle girl.
She made eyes, she surprised, and he found his heart was lassoed.
When he thought he was caught, how he fought, but she taught this pony boy to love.
But he balked when she talked of a trip to New York, so she sang to him;

Pony Boy, Pony Boy, won't you be my Tony Boy?
Don't say no. Here we go off across the plains.
Marry me, carry me right away with you.
Giddy up, giddy up, giddy up, whoa! My Pony Boy.

Giddy up, giddy up, giddy up, whooooooa! My Pony Boy",clean
788,Nobody Likes Me,"
Nobody likes me
Ev'rybody hates me
Guess I'll go eat worms

Long, thin, slimy ones
Short, fat, juicy ones
Itsy, bitsy, fuzzy, wuzzy worms.

Down goes the first one
Down goes the second one
Oh, how they wiggle and squirm

Long, thin, slimy ones
Short, fat, juicy ones
Itsy, bitsy, fuzzy, wuzzy worms.

Up comes the first one
Up come the second one
Oh, how they wiggle and squirm

Long, thin, slimy ones
Short, fat, juicy ones,
Itsy, bitsy, fuzzy, wuzzy worms.",clean
789,Six Little Dogs,"Six little dogs that I once knew,
fat ones, skinny ones, fair ones too.
But the one little dog with the brown curly fur,
He led the others with a grr, grr, grr.
Grr, grr, grr
Grr, grr, grr
He led the others with a grr, grr, GRR!",clean
790,Oh Those Bones,"Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh mercy how they scare!

With the toe bone connected
to the foot bone,
and the foot bone connected
to the ankle bone,
and the ankle bone connected
to the leg bone.
Oh mercy how they scare!

Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh mercy how they scare!

With the leg bone connected
to the knee bone,
and the knee bone connected
to the thigh bone,
and the thigh bone connected
to the hip bone.
Oh mercy how they scare!

Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh mercy how they scare!

With the hip bone connected
to the back bone,
and the back bone connected
to the neck bone,
and the neck bone connected
to the head bone,
Oh mercy how they scare!

Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh mercy how they scare!

With the finger bone connected
to the hand bone,
and the hand bone connected
to the arm bone,
and the arm bone connected
to the shoulder bone,
Oh mercy how they scare!

Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh those bones, oh those bones,
oh those skeleton bones.
Oh mercy how they scare!

With the shoulder bone connected
to the back bone,
and the back bone connected
to the neck bone,
and the neck bone connected
to the head bone.
Oh mercy how they scare!
 
Original Version:
E-ze-kiel cried, ""Dem dry bones!""
E-ze-kiel cried, ""Dem dry bones!""
E-ze-kiel cried, ""Dem dry bones!""
Oh hear the word of the Lord.

(tune ascends up in half steps, as in midi)

The foot bone con-nected to the (pause) leg-bone,
The leg bone connected to the (') knee bone,
The knee bone connected to the (') thigh bone,
The thigh bone connected to the (') back bone,
The back bone connected to the (') neck bone
The neck bone connected to the (') head bone
Oh hear the word of the Lord!

Dem bones, dem bones gon-na walk a-roun'
Dem bones, dem bones gon-na walk a-roun'
Dem bones, dem bones gonna walk aroun'
Oh hear the word of the Lord


The head-bone connected to the neck-bone,
the neck-bone connected to the back-bone
The backbone connected to the thigh-bone
the thighbone connected to the kee-bone
the kneebone connected to the leg bone
the leg bone connected to the foot bone
Oh hear the word of the Lord",clean
791,Old Mother Leary,"Late one night
When we were all in bed
Old Mother Leary
Left a lantern in the shed

And when the cow kicked it over,
She winked her eye and said,
""There’ll be a hot time
In the old town, tonight.""

Fire, Fire, Fire",clean
792,On Top of My Pizza,"On top of my pizza
All covered with sauce
Could not find the mushrooms
I think they got lost

I looked in the closet
I looked in the sink
I looked in the cup that
Held my cola drink

I looked in the saucepan
Right under the lid
No matter where I looked
Those mushrooms stayed hid

Next time you make pizza
I’m begging you, please
Do not give me mushrooms
But just plain old cheese",clean
793,"One, One, the Zoo is Lots of Fun","One, one,
The zoo is lots of fun

Two, two,
See a kangaroo

Three, three,
See a chimpanzee

Four, four,
Hear the lions roar

Five, five,
Watch the seals dive

Six, six,
There's a monkey doing tricks

Seven, seven,
Elephants eleven

Eight, eight,
A tiger and his mate

Nine, nine,
Penguins in a line

Ten, ten,
I want to come again!",clean
794,"One, Two, Buckly My Shoe","One, two,
Buckle my shoe

Three, four,
Shut the door

Five, six,
Pick up sticks

Seven eight,
Lay them straight

Nine, ten,
Do it again!",clean
795,Open Up Your Heart and Let the Sun Shine in,"Mommy told me something
A little kid should know
It's all about the devil
And I've learned to hate him so
She said he causes trouble
When you let him in the room,
He will never ever leave you
If your heart is filled with gloom

So let the sun shine in
Face it with a grin
Smilers never lose
And frowners never win
So let the sun shine in
Face it with a grin
Open up your heart and let the sun shine in

When you are unhappy
The devil wears a grin
But oh, he starts to running
When the light comes pouring in
I know he'll be unhappy
'Cause I'll never wear a frown
Maybe if we keep on smiling
He'll get tired of hanging 'round.

If I forget to say my prayers
The devil jumps with glee
But he feels so awful awful
When he sees me on my knees
So if you're full of trouble
And you never seem to win
Just open up your heart and let the sun shine in

So let the sun shine in
Face it with a grin
Smilers never lose
And frowners never win
So let the sun shine in
Face it with a grin
Open up your heart
And let the sun shine in.",clean
796,Over the Meadow,"Over in the meadow,
In the sand in the sun
Lived an old mother toadie
And her little toadie one
""Wink!"" said the mother;
""I wink!"" said the one,
So they winked and they blinked
In the sand in the sun

Over in the meadow,
Where the stream runs blue
Lived an old mother fish
And her little fishes two
""Swim!"" said the mother;
""We swim!"" said the two,
So they swam and they leaped
Where the stream runs blue

Over in the meadow,
In a hole in a tree
Lived an old mother bluebird
And her little birdies three
""Sing!"" said the mother;
""We sing!"" said the three
So they sang and were glad
In a hole in the tree

Over in the meadow,
In the reeds on the shore
Lived an old mother muskrat
And her little ratties four
""Dive!"" said the mother;
""We dive!"" said the four
So they dived and they burrowed
In the reeds on the shore

Over in the meadow,
In a snug beehive
Lived a mother honey bee
And her little bees five
""Buzz!"" said the mother;
""We buzz!"" said the five
So they buzzed and they hummed
In the snug beehive

Over in the meadow,
In a nest built of sticks
Lived a black mother crow
And her little crows six
""Caw!"" said the mother;
""We caw!"" said the six
So they cawed and they called
In their nest built of sticks

Over in the meadow,
Where the grass is so even
Lived a gay mother cricket
And her little crickets seven
""Chirp!"" said the mother;
""We chirp!"" said the seven
So they chirped cheery notes
In the grass soft and even

Over in the meadow,
By the old mossy gate
Lived a brown mother lizard
And her little lizards eight
""Bask!"" said the mother;
""We bask!"" said the eight
So they basked in the sun
On the old mossy gate

Over in the meadow,
Where the quiet pools shine
Lived a green mother frog
And her little froggies nine
""Croak!"" said the mother;
""We croak!"" said the nine
So they croaked and they splashed
Where the quiet pools shine

Over in the meadow,
In a sly little den
Lived a gray mother spider
And her little spiders ten
""Spin!"" said the mother;
""We spin!"" said the ten
So they spun lacy webs
In their sly little den",clean
797,Peter Cottontail,"Here comes Peter Cottontail
Hoppin' down the bunny trail,
Hippity hoppin',
Easter's on its way

Bringin' ev'ry girl and boy
A basketful of Easter joy
Things to make your Easter
Bright and gay

He's got jelly beans for Tommy
Colored eggs for sister Sue
There's an orchid for your mommy
And an Easter bonnet too. Oh!

Here' comes Peter Cottontail
Hoppin' down the bunny trail
Hippity hoppity
Happy Easter Day

Look at him hop and listen to him say,
""Try to do the things you should""
Maybe if you're extra good
He'll roll lots of Easter eggs your way

You'll wake up on Easter morning
And you'll know that he was there
When you find those choc'late bunnies
That he's hiding ev’rywhere, Oh!

Here' comes Peter Cottontail
Hoppin' down the bunny trail
Hippity hoppity
Happy Easter Day.",clean
